<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
02.12.2020,12:29:00,112456,115135,107903,112866,33
02.12.2020,12:30:00,108916,114862,107946,111079,26
02.12.2020,12:31:00,110338,115117,108000,111170,36
02.12.2020,12:32:00,113894,115297,107940,113303,76
02.12.2020,12:33:00,114220,115152,108064,110831,17
02.12.2020,12:34:00,115295,115295,107953,110013,77
02.12.2020,12:35:00,111442,115288,107925,109209,22
02.12.2020,12:36:00,110863,115261,107941,115154,44
02.12.2020,12:37:00,108543,115291,107908,113474,84
02.12.2020,12:38:00,110228,115209,107925,108149,28
02.12.2020,12:39:00,108995,115258,108103,114359,59
02.12.2020,12:40:00,111936,115015,108055,110269,90
02.12.2020,12:41:00,109946,115295,108243,111295,28
02.12.2020,12:42:00,113970,115109,107927,110798,8
02.12.2020,12:43:00,108965,115299,108049,111175,60
02.12.2020,12:44:00,114177,115244,108201,114316,12
02.12.2020,12:45:00,110927,115147,107928,110079,21
02.12.2020,12:46:00,111655,115203,107946,113509,61
02.12.2020,12:47:00,109157,115129,108035,112288,27
02.12.2020,12:48:00,109154,115199,107974,112332,78
02.12.2020,12:49:00,109995,115199,108461,109716,98
02.12.2020,12:50:00,109518,115283,107981,108968,27
02.12.2020,12:51:00,114832,115249,108144,108144,68
02.12.2020,12:52:00,109248,114927,107976,112772,57
02.12.2020,12:53:00,110951,115251,107952,108509,20
02.12.2020,12:54:00,113188,115207,108193,109477,77
02.12.2020,12:55:00,114411,115179,108003,109910,31
02.12.2020,12:56:00,112579,115089,108012,110731,44
02.12.2020,12:57:00,109135,115143,108001,110401,87
02.12.2020,12:58:00,109250,115284,107965,111215,58
02.12.2020,12:59:00,113918,115136,108051,111415,97
02.12.2020,13:00:00,112874,115284,108080,112696,77
02.12.2020,13:01:00,113685,115270,107926,109433,98
02.12.2020,13:02:00,111855,115271,108109,112348,13
02.12.2020,13:03:00,109742,115036,107905,109703,63
02.12.2020,13:04:00,111363,115249,108169,111205,80
02.12.2020,13:05:00,109388,115200,108040,115010,51
02.12.2020,13:06:00,109502,114862,108024,108254,75
02.12.2020,13:07:00,111954,115193,107978,110785,98
02.12.2020,13:08:00,109625,115282,108007,115103,25
02.12.2020,13:09:00,110102,115194,108072,112562,36
02.12.2020,13:10:00,111839,115262,107935,111101,3
02.12.2020,13:11:00,111500,115207,108153,112789,81
02.12.2020,13:12:00,111554,115215,107979,108121,69
02.12.2020,13:13:00,112360,115297,108157,109920,18
02.12.2020,13:14:00,112794,115229,108168,108222,89
02.12.2020,13:15:00,114543,115119,108356,111372,58
02.12.2020,13:16:00,111532,115145,107901,113466,16
02.12.2020,13:17:00,112982,115223,107998,111544,97
02.12.2020,13:18:00,115209,115221,108130,113951,65
02.12.2020,13:19:00,113815,115269,108188,111573,32
02.12.2020,13:20:00,109479,115058,107984,113404,85
02.12.2020,13:21:00,111808,114982,107914,108557,60
02.12.2020,13:22:00,110425,115222,108006,108263,69
02.12.2020,13:23:00,108603,115288,107911,112310,66
02.12.2020,13:24:00,111054,115243,107955,114549,10
02.12.2020,13:25:00,113166,115252,108077,113892,62
02.12.2020,13:26:00,108976,115279,107916,112761,31
02.12.2020,13:27:00,113850,115228,108071,111447,32
02.12.2020,13:28:00,114981,115172,107942,110150,47
02.12.2020,13:29:00,112268,115187,107964,109876,33
02.12.2020,13:30:00,111884,115052,107913,112723,79
02.12.2020,13:31:00,111579,115131,107957,115084,18
02.12.2020,13:32:00,113466,115266,108079,108462,87
02.12.2020,13:33:00,108231,115259,108003,111239,94
02.12.2020,13:34:00,109325,115224,108187,114963,45
02.12.2020,13:35:00,114931,115232,108262,113994,46
02.12.2020,13:36:00,114738,115252,107916,108680,55
02.12.2020,13:37:00,108940,114905,107967,112258,37
02.12.2020,13:38:00,114966,115199,107974,113077,92
02.12.2020,13:39:00,112845,115126,107920,113730,68
02.12.2020,13:40:00,113291,114992,107902,108926,2
02.12.2020,13:41:00,110415,114967,108423,108932,34
02.12.2020,13:42:00,114818,114818,107937,107937,67
02.12.2020,13:43:00,114869,114869,107930,113528,49
02.12.2020,13:44:00,111566,114889,107993,113951,25
02.12.2020,13:45:00,114185,115291,107923,108170,95
02.12.2020,13:46:00,107969,115066,107947,113144,42
02.12.2020,13:47:00,109094,115265,108179,109090,35
02.12.2020,13:48:00,113506,115293,107957,109391,57
02.12.2020,13:49:00,112315,115198,107933,111855,21
02.12.2020,13:50:00,109749,115016,107986,112042,39
02.12.2020,13:51:00,108709,114913,108092,111246,81
02.12.2020,13:52:00,107995,115181,107995,108786,32
02.12.2020,13:53:00,114445,115217,107949,114693,93
02.12.2020,13:54:00,111891,115276,107972,112011,64
02.12.2020,13:55:00,110231,114777,108005,113930,40
02.12.2020,13:56:00,108354,115057,107919,107997,24
02.12.2020,13:57:00,113061,115253,108179,113852,39
02.12.2020,13:58:00,110540,115260,108011,110816,14
02.12.2020,13:59:00,110320,115292,108047,115120,37
02.12.2020,14:00:00,108478,115257,108006,114820,51
02.12.2020,14:01:00,108687,115144,107941,108675,34
02.12.2020,14:02:00,111382,115279,108000,110072,58
02.12.2020,14:03:00,108092,115174,108043,114066,68
02.12.2020,14:04:00,111375,115078,107923,111394,48
02.12.2020,14:05:00,108460,115190,107921,114231,9
02.12.2020,14:06:00,112171,115276,108206,113252,37
02.12.2020,14:07:00,113306,115071,108182,113427,75
02.12.2020,14:08:00,108503,115101,108025,111534,38
02.12.2020,14:09:00,108057,115235,108057,114982,66
02.12.2020,14:10:00,114746,115259,107960,114816,3
02.12.2020,14:11:00,108283,115213,107983,113863,94
02.12.2020,14:12:00,114586,115037,108195,112385,69
02.12.2020,14:13:00,113864,115229,107938,114534,75
02.12.2020,14:14:00,109461,115288,107991,112137,37
02.12.2020,14:15:00,108362,114999,107950,114756,26
02.12.2020,14:16:00,113605,115028,107991,111871,78
02.12.2020,14:17:00,109394,115277,107904,113659,35
02.12.2020,14:18:00,108622,115286,107917,110523,11
02.12.2020,14:19:00,115087,115230,107930,109590,65
02.12.2020,14:20:00,114172,115287,108184,109185,58
02.12.2020,14:21:00,109290,115293,108085,114170,74
02.12.2020,14:22:00,114264,115276,108017,108782,28
02.12.2020,14:23:00,114779,115269,108267,113836,13
02.12.2020,14:24:00,108474,115182,108023,108225,54
02.12.2020,14:25:00,110287,114752,108019,108030,77
02.12.2020,14:26:00,112872,115180,108019,111305,58
02.12.2020,14:27:00,110186,115246,107912,113506,93
02.12.2020,14:28:00,114149,115134,108006,110874,52
02.12.2020,14:29:00,115010,115091,107925,112345,94
02.12.2020,14:30:00,112048,114795,107943,109753,22
02.12.2020,14:31:00,109694,115230,107900,108509,17
02.12.2020,14:32:00,108086,115292,108086,115166,15
02.12.2020,14:33:00,112143,115281,107960,108145,77
02.12.2020,14:34:00,113848,114944,108050,108231,77
02.12.2020,14:35:00,108363,115155,107985,108790,62
02.12.2020,14:36:00,109858,115215,107901,113508,8
02.12.2020,14:37:00,111083,115296,107989,107989,78
02.12.2020,14:38:00,109653,115171,108167,111750,97
02.12.2020,14:39:00,112484,115181,107982,108375,61
02.12.2020,14:40:00,114276,115298,108129,111162,98
02.12.2020,14:41:00,111764,115287,108189,112406,95
02.12.2020,14:42:00,110340,115219,108001,113458,29
02.12.2020,14:43:00,111418,115266,108200,112507,77
02.12.2020,14:44:00,112540,115218,108260,113298,40
02.12.2020,14:45:00,108498,115063,108030,112926,34
02.12.2020,14:46:00,113264,115209,107901,108212,88
02.12.2020,14:47:00,112914,115292,108047,108597,3
02.12.2020,14:48:00,109109,114643,107916,107916,86
02.12.2020,14:49:00,111681,115251,108315,109384,5
02.12.2020,14:50:00,114290,115223,108168,111064,85
02.12.2020,14:51:00,110753,115060,108060,114413,59
02.12.2020,14:53:00,109934,115181,107905,110127,19
02.12.2020,14:54:00,108329,115280,107929,112927,58
02.12.2020,14:55:00,111027,115245,107953,110607,93
02.12.2020,14:56:00,107966,115177,107911,112208,15
02.12.2020,14:57:00,109007,115291,108199,109132,78
02.12.2020,14:58:00,109022,115069,108137,109948,67
02.12.2020,14:59:00,111984,115161,107902,111587,21
02.12.2020,15:00:00,108351,115202,107960,110989,14
02.12.2020,15:01:00,108423,115223,108335,112558,24
02.12.2020,15:02:00,109950,115207,108078,109033,86
02.12.2020,15:03:00,109767,115293,107913,112151,45
02.12.2020,15:04:00,111389,115168,107911,110115,53
02.12.2020,15:05:00,112231,115150,107919,111052,1
02.12.2020,15:06:00,114221,115256,108251,114349,22
02.12.2020,15:07:00,109764,115243,107970,110081,2
02.12.2020,15:08:00,113028,115205,107974,110060,8
02.12.2020,15:09:00,111187,115205,108085,111366,77
02.12.2020,15:10:00,110115,114848,107907,112887,85
02.12.2020,15:11:00,114897,115282,108033,109729,5
02.12.2020,15:12:00,108572,115211,108070,108448,75
02.12.2020,15:13:00,110090,115239,108153,111596,27
02.12.2020,15:14:00,108133,115272,107988,112783,90
02.12.2020,15:15:00,112812,115214,108154,110314,65
02.12.2020,15:16:00,108483,115237,107943,107943,5
02.12.2020,15:17:00,113582,115084,107920,112693,35
02.12.2020,15:18:00,108625,115266,107973,112144,97
02.12.2020,15:19:00,109260,114749,107901,111993,47
02.12.2020,15:20:00,111873,115204,107914,113892,7
02.12.2020,15:21:00,111221,114989,107998,113959,8
02.12.2020,15:22:00,108761,115282,107909,114934,74
02.12.2020,15:23:00,108663,115210,107973,108983,57
02.12.2020,15:24:00,111650,115164,107982,113395,1
02.12.2020,15:25:00,110117,115264,107967,113213,29
02.12.2020,15:26:00,109396,115284,107954,108303,16
02.12.2020,15:27:00,110788,115270,108083,108467,38
02.12.2020,15:28:00,111592,114942,108142,114664,24
02.12.2020,15:29:00,110894,115204,107948,111319,54
02.12.2020,15:30:00,114761,114911,107968,113921,52
02.12.2020,15:31:00,110818,115043,107939,111619,31
02.12.2020,15:32:00,108733,115099,107931,114076,58
02.12.2020,15:33:00,114531,115240,108441,113386,36
02.12.2020,15:34:00,112536,114938,107992,113760,91
02.12.2020,15:35:00,110804,115167,107914,109679,98
02.12.2020,15:36:00,113996,115173,108029,109460,68
02.12.2020,15:37:00,111724,115269,107992,115246,16
02.12.2020,15:38:00,109244,115266,107995,111524,92
02.12.2020,15:39:00,110343,115245,107922,111608,36
02.12.2020,15:40:00,113018,115081,107977,112403,91
02.12.2020,15:41:00,113149,115260,107972,113987,22
02.12.2020,15:42:00,112721,115210,108066,111383,1
02.12.2020,15:43:00,108349,115081,107907,113336,32
02.12.2020,15:44:00,112347,115250,107930,109213,8
02.12.2020,15:45:00,113797,115268,107972,112979,87
02.12.2020,15:46:00,115299,115299,108036,114246,53
02.12.2020,15:47:00,114246,115114,107901,110274,73
02.12.2020,15:48:00,108826,114980,107903,109673,76
02.12.2020,15:49:00,114432,115178,107954,111962,17
02.12.2020,15:50:00,113760,115058,108118,113663,20
02.12.2020,15:51:00,110999,115287,108098,115260,45
02.12.2020,15:52:00,107900,115154,107900,113013,73
02.12.2020,15:53:00,109320,115182,108285,114508,24
02.12.2020,15:54:00,113469,115245,107990,112147,6
02.12.2020,15:55:00,112235,115192,107904,114768,43
02.12.2020,15:56:00,111826,115130,107907,111496,20
02.12.2020,15:57:00,113896,115187,107909,111492,24
02.12.2020,15:58:00,113146,114958,108081,112488,97
02.12.2020,15:59:00,108010,115288,108010,111955,96
02.12.2020,16:00:00,109428,115241,108079,109230,55
02.12.2020,16:01:00,112638,115184,107910,112515,40
02.12.2020,16:02:00,115133,115133,107970,108682,55
02.12.2020,16:03:00,114357,115243,107928,114235,42
02.12.2020,16:04:00,113084,115176,107944,113125,47
02.12.2020,16:05:00,110983,114909,107994,113539,42
02.12.2020,16:06:00,112803,115279,107959,111976,58
02.12.2020,16:07:00,108822,115281,107971,111806,22
02.12.2020,16:08:00,114677,115218,107944,115028,79
02.12.2020,16:09:00,114728,115039,108230,110778,46
02.12.2020,16:10:00,113515,115074,107918,114406,39
02.12.2020,16:11:00,114539,115282,108386,111031,8
02.12.2020,16:12:00,109419,115206,107911,110262,69
02.12.2020,16:13:00,115149,115296,108059,111450,86
02.12.2020,16:14:00,113495,115001,108009,111475,90
02.12.2020,16:15:00,108591,115242,107912,113705,18
02.12.2020,16:16:00,114592,115070,107909,108614,48
02.12.2020,16:17:00,108262,115165,107966,114581,87
02.12.2020,16:18:00,109478,115260,107902,113003,33
02.12.2020,16:19:00,110335,115222,108012,108866,92
02.12.2020,16:20:00,108893,115279,108021,108670,16
02.12.2020,16:21:00,109680,115172,107947,111872,33
02.12.2020,16:22:00,111532,115208,107927,111544,64
02.12.2020,16:23:00,108246,115185,107921,114732,31
02.12.2020,16:24:00,109953,115177,107924,109997,34
02.12.2020,16:25:00,112873,115074,108019,110733,80
02.12.2020,16:26:00,108922,115240,107939,108618,40
02.12.2020,16:27:00,110250,115270,107901,111259,97
02.12.2020,16:28:00,108718,115190,108264,109491,33
02.12.2020,16:29:00,109417,115284,108011,108863,26
02.12.2020,16:30:00,108418,115286,108003,110518,30
02.12.2020,16:31:00,112556,115298,108095,109724,20
02.12.2020,16:32:00,113877,115289,107978,110267,70
02.12.2020,16:33:00,108093,115260,108006,113758,39
02.12.2020,16:34:00,114795,114903,108252,108509,70
02.12.2020,16:35:00,109314,115283,108065,109042,55
02.12.2020,16:36:00,111232,115160,107983,111988,97
02.12.2020,16:37:00,114524,115247,108091,110863,13
02.12.2020,16:38:00,108741,114930,107935,109163,48
02.12.2020,16:39:00,109892,115251,108006,112163,34
02.12.2020,16:40:00,114360,115099,108099,113873,14
02.12.2020,16:41:00,112499,115282,107913,114563,61
02.12.2020,16:42:00,114930,115115,108025,114231,47
02.12.2020,16:43:00,114433,115164,108117,114531,92
02.12.2020,16:44:00,108586,115248,107980,109198,66
02.12.2020,16:45:00,114749,115256,107922,109741,62
02.12.2020,16:46:00,111880,115160,107955,109152,1
02.12.2020,16:47:00,112594,115225,107904,108636,59
02.12.2020,16:48:00,108470,115114,107975,112670,21
02.12.2020,16:49:00,111825,115230,108012,114903,32
02.12.2020,16:50:00,109147,115097,108090,110791,9
02.12.2020,16:51:00,111337,115277,107995,110803,63
02.12.2020,16:52:00,111043,115278,108075,109825,55
02.12.2020,16:53:00,108440,115213,108170,108845,51
02.12.2020,16:54:00,112456,115234,108022,108320,96
02.12.2020,16:55:00,108772,115224,108068,108462,79
02.12.2020,16:56:00,112274,115260,107991,108146,94
02.12.2020,16:57:00,109603,115274,108093,111316,82
02.12.2020,16:58:00,108728,115227,108067,110808,74
02.12.2020,16:59:00,112052,115251,108029,111070,27
02.12.2020,17:00:00,110657,115286,107993,109176,12
02.12.2020,17:01:00,109254,115086,107954,114656,97
02.12.2020,17:02:00,112029,115012,108127,108935,81
02.12.2020,17:03:00,110705,115259,107905,114711,33
02.12.2020,17:04:00,109614,115103,107902,113123,5
02.12.2020,17:05:00,112576,115299,108009,114247,7
02.12.2020,17:06:00,114696,115145,107950,112580,68
02.12.2020,17:07:00,109909,115252,107975,112057,80
02.12.2020,17:08:00,113894,115284,108022,110575,57
02.12.2020,17:09:00,109952,115030,108268,112057,31
02.12.2020,17:10:00,108948,115231,108141,114052,21
02.12.2020,17:11:00,112632,115291,107951,111734,72
02.12.2020,17:12:00,108920,115267,108096,113579,91
02.12.2020,17:13:00,109334,115257,108191,113179,2
02.12.2020,17:14:00,111990,115090,107978,114146,98
02.12.2020,17:15:00,112167,115292,108197,110814,6
02.12.2020,17:16:00,114824,115156,108051,111193,27
02.12.2020,17:17:00,109343,115278,108090,109623,23
02.12.2020,17:18:00,113937,115107,108157,114305,92
02.12.2020,17:19:00,109314,115217,108180,111388,94
02.12.2020,17:20:00,108876,115271,107938,110165,1
02.12.2020,17:21:00,113426,115109,107951,110940,45
02.12.2020,17:22:00,110337,115258,108171,111296,26
02.12.2020,17:23:00,108069,115245,108001,113986,88
02.12.2020,17:24:00,110761,115232,108036,111896,16
02.12.2020,17:25:00,110470,115266,107901,113967,84
02.12.2020,17:26:00,108219,115203,107900,110100,39
02.12.2020,17:27:00,109503,115284,108079,108827,3
02.12.2020,17:28:00,114013,115286,107927,109420,73
02.12.2020,17:29:00,110542,115182,108083,111485,27
02.12.2020,17:30:00,114183,115282,107924,115182,32
02.12.2020,17:31:00,111159,115284,107908,110680,53
02.12.2020,17:32:00,112337,115247,107919,110236,67
02.12.2020,17:33:00,114599,115299,108310,114437,18
02.12.2020,17:34:00,110136,115096,107919,114175,1
02.12.2020,17:35:00,112497,115246,107934,112812,11
02.12.2020,17:36:00,110101,115263,108198,112318,88
02.12.2020,17:37:00,111026,115211,107941,112343,34
02.12.2020,17:38:00,109835,115278,107959,115050,57
02.12.2020,17:39:00,110785,115217,108143,110529,6
02.12.2020,17:40:00,110949,115144,108410,114189,23
02.12.2020,17:41:00,113093,115124,108123,108123,79
02.12.2020,17:42:00,112857,115117,108153,115117,29
02.12.2020,17:43:00,110977,115132,108083,113619,83
02.12.2020,17:44:00,108372,115217,107989,110530,85
02.12.2020,17:45:00,112093,115241,107945,109617,85
02.12.2020,17:46:00,112462,115059,107927,110718,4
02.12.2020,17:47:00,112431,115200,107947,108251,63
02.12.2020,17:48:00,111031,115179,108012,113949,25
02.12.2020,17:49:00,108909,115196,107900,110191,92
02.12.2020,17:50:00,108605,115191,107916,115191,58
02.12.2020,17:51:00,109142,114991,108121,112993,64
02.12.2020,17:52:00,111438,115261,108070,108849,76
02.12.2020,17:53:00,111424,114931,108151,109495,20
02.12.2020,17:54:00,110538,115293,108041,112421,55
02.12.2020,17:55:00,109365,115080,107933,112310,76
02.12.2020,17:56:00,113045,115226,107993,112901,94
02.12.2020,17:57:00,109830,115142,108258,108906,15
02.12.2020,17:58:00,109839,115292,107929,113457,1
02.12.2020,17:59:00,109373,115255,107989,112546,89
02.12.2020,18:00:00,113552,115285,107967,108192,78
02.12.2020,18:01:00,109775,115288,107998,114179,92
02.12.2020,18:02:00,109331,115187,107955,110501,74
02.12.2020,18:03:00,109559,115153,108158,110881,39
02.12.2020,18:04:00,110633,114952,108117,111640,11
02.12.2020,18:05:00,108395,115296,108057,112497,14
02.12.2020,18:06:00,111235,115289,107910,108067,73
02.12.2020,18:07:00,109238,115286,107974,108327,17
02.12.2020,18:08:00,110586,115279,108195,114773,4
02.12.2020,18:09:00,113510,115102,107939,111300,55
02.12.2020,18:10:00,114138,115292,107931,112809,72
02.12.2020,18:11:00,113883,115078,108016,109538,88
02.12.2020,18:12:00,112650,115298,107945,110981,44
02.12.2020,18:13:00,111044,115078,108013,108225,8
02.12.2020,18:14:00,112555,115295,108157,110952,80
02.12.2020,18:15:00,111338,115158,108133,111955,90
02.12.2020,18:16:00,109864,114994,108053,109429,10
02.12.2020,18:17:00,113917,115219,107922,112085,26
02.12.2020,18:18:00,109578,115208,108144,112268,41
02.12.2020,18:19:00,112229,115280,108064,110802,9
02.12.2020,18:20:00,115060,115267,108001,109607,71
02.12.2020,18:21:00,112231,115214,107913,108832,92
02.12.2020,18:22:00,108883,115268,107900,114889,58
02.12.2020,18:23:00,110088,115287,108012,112505,51
02.12.2020,18:24:00,114144,115193,108031,113463,37
02.12.2020,18:25:00,112483,115292,107913,114494,16
02.12.2020,18:26:00,108847,115298,107903,109362,55
02.12.2020,18:27:00,111377,115296,108099,115022,35
02.12.2020,18:28:00,111232,115176,107917,112959,36
02.12.2020,18:29:00,109073,115215,107982,112696,82
02.12.2020,18:30:00,113900,115170,107904,110171,25
02.12.2020,18:31:00,114562,115232,107958,110183,82
02.12.2020,18:32:00,110063,115162,108152,108947,13
02.12.2020,18:33:00,108723,115247,107994,108992,29
02.12.2020,18:34:00,113544,114883,108125,110001,17
02.12.2020,18:35:00,110188,115275,108025,109025,21
02.12.2020,18:36:00,112834,114706,108000,111065,64
02.12.2020,18:37:00,111807,115299,107954,108351,45
